TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON
BYU,WCC,25,20,112.8,93.3,0.8991,55.0,46.6,19.0,16.0,28.6,23.3,27.8,29.4,54.5,45.5,37.3,32.4,68.2,3.3,R64
USC,P12,29,22,112.0,92.0,0.9052,52.1,45.4,18.1,17.4,35.7,27.3,37.5,24.8,52.1,42.2,34.8,34.2,67.2,3.6,E8
San Diego St.,MWC,26,23,111.1,90.0,0.9191,52.7,46.7,16.9,22.5,29.9,24.4,34.3,32.7,50.5,44.6,37.5,32.8,66.0,2.8,R64
Florida,SEC,23,14,110.6,93.4,0.8748,52.5,47.5,20.7,20.5,30.7,31.5,33.8,34.8,51.9,48.4,35.7,30.6,68.6,1.4,R32
Connecticut,BE,22,15,114.6,92.8,0.9188,49.5,46.2,17.6,19.6,36.9,29.8,29.6,36.9,49.0,45.6,33.6,31.6,65.7,2.1,R64
Clemson,ACC,23,16,105.9,91.9,0.8374,50.4,48.7,19.5,21.6,26.6,26.6,23.6,29.6,49.2,47.5,34.6,33.7,64.4,2.9,R64
Oregon,P12,26,20,113.1,98.2,0.835,54.4,50.1,16.8,20.3,28.3,27.2,26.8,27.1,52.9,49.9,37.9,33.6,67.2,3.0,S16
Oklahoma,B12,25,15,111.0,94.5,0.8642,50.8,48.9,15.8,18.7,27.3,27.5,29.1,22.8,50.8,46.3,33.8,35.4,67.6,0.3,R32
North Carolina,ACC,28,18,108.8,91.6,0.8777,48.5,48.7,20.5,19.3,41.2,26.3,34.9,27.1,48.9,46.8,31.7,34.4,71.8,2.3,R64
LSU,SEC,27,18,119.3,99.8,0.8868,52.8,48.5,16.1,18.4,31.5,32.8,33.9,29.1,53.0,51.3,35.0,30.0,70.4,2.4,R32
Loyola Chicago,MVC,26,24,108.5,88.3,0.9136,56.3,46.7,18.5,21.6,26.0,21.0,30.7,22.4,58.0,45.5,35.7,32.5,63.9,1.7,S16
St. Bonaventure,A10,20,16,111.1,92.9,0.8864,50.5,45.5,16.9,19.5,33.6,28.4,27.8,28.3,49.3,45.1,35.4,30.6,64.7,2.1,R64
Missouri,SEC,25,16,111.3,95.0,0.8599,50.9,48.5,18.9,18.4,28.6,29.2,37.5,36.4,52.6,48.3,32.0,32.7,68.6,2.1,R64
Wisconsin,B10,29,17,111.3,90.4,0.9163,49.4,47.9,13.5,17.8,23.7,25.1,26.9,28.5,46.3,47.1,36.0,33.0,65.0,2.2,R32
Georgia Tech,ACC,25,17,113.0,94.8,0.882,53.9,52.2,15.9,22.7,24.8,29.7,29.0,28.9,54.8,50.7,34.9,36.7,67.7,1.9,R64
Rutgers,B10,26,15,106.7,91.9,0.847,50.2,47.7,16.4,18.9,27.4,29.1,27.7,33.2,51.9,47.4,31.1,32.1,67.8,1.9,R32
Virginia Tech,ACC,21,15,109.3,94.5,0.8426,52.5,48.4,17.3,17.6,28.4,24.3,33.2,30.9,51.7,47.6,35.7,33.0,66.5,0.9,R64
Maryland,B10,28,16,110.0,93.0,0.8735,52.6,48.5,16.8,16.9,20.9,24.8,32.6,25.6,52.8,46.4,34.9,34.3,65.4,0.2,R32
VCU,A10,26,19,104.6,89.7,0.854,50.9,45.8,20.6,23.5,28.3,31.3,34.0,35.4,51.7,45.9,32.9,30.5,70.0,1.3,R64
Michigan St.,B10,27,15,105.8,93.5,0.8054,47.9,47.8,18.9,15.4,30.4,26.1,31.4,37.1,47.8,48.1,32.0,31.5,68.7,1.4,R68
Wichita St.,Amer,19,16,109.6,98.1,0.7823,47.6,47.1,15.9,18.1,29.8,33.4,38.2,29.7,44.7,47.6,34.5,30.8,67.5,1.3,R68
Syracuse,ACC,25,16,112.8,97.6,0.8402,50.7,48.5,16.0,20.8,30.1,33.5,28.1,25.1,50.9,49.3,33.7,31.6,69.4,0.5,S16
UCLA,P12,26,17,112.3,97.5,0.835,52.0,50.7,16.6,17.6,30.4,24.4,32.6,28.0,50.6,49.4,36.7,35.1,64.7,1.0,F4
Utah St.,MWC,27,20,105.2,90.0,0.8569,49.8,45.6,19.7,19.7,35.3,21.3,29.4,26.1,49.6,42.9,33.6,33.0,69.0,-1.1,R64
Drake,MVC,27,25,111.8,101.6,0.7508,54.5,48.4,15.2,18.8,31.6,24.9,25.2,29.7,54.4,49.7,36.6,30.8,66.7,1.5,R64
Georgetown,BE,25,13,108.5,93.2,0.8516,49.6,48.0,21.7,16.2,32.4,27.3,30.3,25.9,46.1,47.4,36.6,32.6,69.5,-1.0,R64
Oregon St.,P12,28,17,108.5,99.6,0.7289,48.7,50.4,17.2,18.5,29.8,29.4,34.0,38.2,46.9,52.5,34.6,31.4,65.1,-1.6,E8
UC Santa Barbara,BW,24,22,107.9,97.6,0.7615,53.0,47.7,16.5,20.8,28.2,24.5,35.5,28.0,53.4,46.6,34.8,33.4,65.8,-0.2,R64
Winthrop,BSth,24,23,104.2,96.9,0.6975,53.0,49.0,19.5,22.5,35.6,22.2,35.7,33.8,53.0,49.2,35.3,32.4,73.8,0.9,R64
Ohio,MAC,22,16,111.9,100.7,0.7715,55.8,51.1,17.0,20.0,28.7,27.4,29.6,30.2,56.4,51.6,36.6,33.7,69.3,-2.0,R32
North Texas,CUSA,25,17,104.4,94.6,0.7578,54.0,45.7,20.4,21.4,27.9,26.9,27.2,31.7,52.9,44.8,37.3,31.6,63.3,-2.5,R32
UNC Greensboro,SC,29,21,102.3,97.5,0.6353,48.2,48.1,15.6,21.0,32.4,25.9,23.8,36.4,50.3,48.3,30.0,31.9,68.3,-3.5,R64
Liberty,ASun,24,23,109.1,101.5,0.6969,57.4,48.0,15.6,17.3,23.1,22.4,25.5,29.6,56.8,47.8,38.8,32.2,63.4,-1.7,R64
Colgate,Pat,15,14,110.8,100.0,0.7641,57.1,45.7,13.8,16.6,27.9,25.6,31.1,25.1,55.4,49.5,40.2,26.1,71.9,0.3,R64
Eastern Washington,BSky,22,16,107.7,101.1,0.6729,54.1,47.5,16.5,16.5,23.9,25.8,30.4,27.7,54.2,47.6,35.9,31.6,72.2,-3.6,R64
Morehead St.,OVC,28,23,99.3,96.7,0.5778,51.9,47.0,22.9,18.0,31.3,24.9,36.8,23.1,51.8,47.6,34.7,30.7,65.6,-2.0,R64
Iona,MAAC,17,12,101.1,99.5,0.545,51.2,45.6,22.4,19.6,33.4,26.1,36.1,46.3,49.9,45.8,35.5,30.1,68.5,-3.2,R64
Oral Roberts,Sum,23,16,107.0,107.1,0.4981,53.6,50.4,15.7,18.2,23.2,33.0,27.8,33.1,49.7,49.0,38.8,35.6,71.4,-5.1,S16
Cleveland St.,Horz,26,19,99.9,100.7,0.4785,50.6,48.9,18.5,20.2,30.9,31.8,31.9,37.2,52.1,50.9,31.9,30.8,66.2,-2.7,R64
Drexel,CAA,19,12,107.9,105.0,0.5768,54.3,49.6,19.6,16.4,29.4,24.3,28.5,27.2,53.5,50.4,37.2,32.1,64.4,-4.5,R64
Mount St. Mary's,NEC,22,12,95.7,100.6,0.3593,48.7,45.5,20.1,16.3,31.7,24.6,29.7,24.6,47.7,45.6,33.7,30.1,62.2,-7.2,R68
Hartford,AE,23,15,97.3,99.6,0.4345,50.4,47.6,19.0,20.4,24.8,28.6,28.6,25.0,51.3,50.7,32.7,28.7,66.9,-4.9,R64
Norfolk St.,MEAC,21,16,99.4,104.1,0.3698,49.7,47.4,17.8,20.7,28.8,28.7,38.6,42.0,46.1,47.2,37.4,31.7,67.9,-5.0,R64
Texas Southern,SWAC,23,16,97.3,103.5,0.3307,48.3,46.5,21.4,19.2,32.9,25.7,38.9,33.8,51.0,45.2,27.7,32.4,71.8,-4.5,R64
Appalachian St.,SB,24,17,99.0,104.4,0.3512,47.7,50.4,17.5,20.0,27.8,30.6,33.0,24.0,46.7,50.4,32.6,33.5,65.4,-7.7,R68
Howard,MEAC,5,1,95.8,114.2,0.118,51.1,53.5,18.5,12.6,20.4,31.2,37.1,27.1,50.4,55.9,34.6,33.9,70.8,-3.4,DNC
South Carolina St.,MEAC,18,1,86.5,112.2,0.048,44.8,55.6,23.8,22.7,26.1,33.9,27.9,35.7,43.0,56.4,31.9,36.1,72.7,-14.7,DNC
Idaho,BSky,22,1,91.7,112.0,0.092,48.5,54.3,24.0,17.1,22.0,29.7,29.6,35.8,47.4,52.6,34.1,38.1,67.2,-17.8,DNC
Maine,AE,9,2,85.2,101.7,0.1155,45.1,48.7,25.0,20.7,23.3,30.3,27.2,30.9,43.4,50.2,31.5,30.9,65.8,-5.7,DNC
Fordham,A10,14,2,87.5,99.8,0.1818,41.4,51.5,20.8,19.2,19.2,30.4,27.5,27.8,42.2,52.8,26.9,33.4,63.5,-8.2,DNC
Denver,Sum,20,2,93.9,112.9,0.1075,49.8,55.8,20.9,19.0,22.0,26.1,34.1,43.0,48.6,53.8,34.8,39.3,70.9,-16.8,DNC
Iowa St.,B12,24,2,100.4,100.8,0.4892,48.0,51.9,21.1,18.5,24.3,33.1,19.6,36.2,48.0,53.1,32.1,33.0,69.8,-10.4,DNC
Mississippi Valley St.,SWAC,24,2,80.0,120.8,0.0087,43.6,55.0,24.2,14.9,18.1,35.8,24.7,32.6,38.3,55.7,32.9,35.8,72.3,-17.5,DNC
San Diego,WCC,14,3,97.7,99.6,0.4442,46.4,53.3,18.1,18.2,20.9,25.6,25.6,33.8,46.8,51.2,30.4,38.5,70.2,-6.2,DNC
Northern Illinois,MAC,19,3,94.7,110.5,0.1442,44.4,54.7,20.2,16.8,32.6,31.3,23.9,33.8,42.8,52.0,32.4,39.0,65.8,-11.7,DNC
Delaware St.,MEAC,17,3,91.1,115.5,0.0614,45.7,54.7,22.3,18.7,26.3,32.3,29.8,45.5,45.0,55.6,31.1,35.5,73.4,-13.7,DNC
Charleston Southern,BSth,20,3,92.1,107.5,0.1441,46.5,50.7,23.6,17.6,27.4,31.3,30.1,34.4,46.4,50.3,31.1,34.3,69.8,-15.5,DNC
American,Pat,10,4,97.9,105.3,0.3021,52.6,50.2,22.3,17.6,24.1,29.9,26.8,38.4,49.5,52.9,37.8,29.1,67.0,-4.5,DNC
Lehigh,Pat,15,4,92.8,106.5,0.1696,47.1,53.2,18.2,16.9,24.9,23.8,27.9,32.8,47.0,52.3,31.6,36.6,69.7,-9.5,DNC
Binghamton,AE,18,4,97.1,110.5,0.1848,48.9,51.5,20.6,16.4,29.2,27.7,23.2,31.3,48.3,49.5,33.1,36.7,66.3,-12.2,DNC
Towson,CAA,18,4,99.1,111.3,0.207,45.4,52.6,18.4,16.0,34.1,30.4,33.4,29.3,46.2,49.3,28.9,38.3,65.9,-10.8,DNC
Alabama St.,SWAC,18,4,86.1,111.8,0.047,43.5,48.9,22.3,20.6,29.5,29.6,42.7,36.9,41.3,49.0,31.7,32.5,70.1,-13.2,DNC
Robert Morris,Horz,18,4,98.1,110.7,0.1992,50.5,54.6,19.0,18.7,29.5,33.5,26.1,34.6,48.3,52.4,36.5,38.9,67.0,-12.3,DNC
Boston College,ACC,20,4,103.3,102.3,0.5269,49.8,55.5,19.0,18.7,25.4,28.8,29.7,29.1,49.9,56.7,33.1,35.5,71.4,-7.6,DNC
Tennessee St.,OVC,22,4,91.2,105.7,0.1551,47.0,50.9,20.9,22.1,24.8,30.6,32.7,44.5,49.1,50.9,28.8,34.0,71.0,-16.3,DNC
Cal Poly,BW,23,4,90.3,105.1,0.1495,44.5,50.6,20.3,18.2,22.0,29.9,29.5,36.5,42.9,49.1,31.5,35.7,66.9,-15.8,DNC
Arkansas Pine Bluff,SWAC,25,4,90.4,114.7,0.0603,43.2,54.1,22.5,18.4,27.2,32.2,38.6,38.3,41.9,51.2,30.8,40.0,67.9,-16.0,DNC
Bucknell,Pat,12,5,99.9,108.2,0.2849,52.0,49.6,17.3,15.7,19.8,28.3,36.3,29.2,53.6,47.5,33.0,36.0,71.8,-5.6,DNC
North Carolina Central,MEAC,13,5,91.8,112.2,0.0901,46.9,51.0,21.4,20.8,26.4,33.6,34.5,38.3,45.3,50.9,33.1,34.2,66.0,-6.9,DNC
Temple,Amer,16,5,101.9,98.3,0.6029,46.7,47.3,19.5,16.0,25.9,28.1,38.9,31.7,43.8,44.8,34.2,34.3,68.3,-6.1,DNC
Holy Cross,Pat,16,5,99.4,107.9,0.2803,50.3,52.6,18.3,18.5,26.4,31.5,26.1,35.2,48.8,52.1,35.6,35.7,69.0,-8.4,DNC
George Washington,A10,17,5,101.0,105.5,0.3755,49.7,51.1,19.7,16.7,24.4,28.6,36.1,25.0,50.4,50.8,32.3,34.3,68.6,-8.7,DNC
DePaul,BE,19,5,98.9,94.3,0.6346,46.1,48.0,22.1,20.1,31.8,31.6,23.7,35.3,45.7,49.1,31.5,30.9,70.2,-5.8,DNC
Saint Joseph's,A10,20,5,101.0,104.0,0.4172,48.6,53.6,18.6,17.2,21.8,30.9,26.7,31.4,50.1,54.1,31.4,35.1,72.5,-7.7,DNC
Western Michigan,MAC,20,5,95.6,102.9,0.2999,49.3,50.2,21.1,14.3,23.5,29.4,24.2,26.2,49.0,51.5,33.2,32.0,66.4,-11.5,DNC
San Jose St.,MWC,19,5,96.9,110.1,0.1874,44.7,52.6,17.8,14.5,20.0,35.1,30.0,27.6,42.9,55.3,31.6,32.2,72.3,-10.3,DNC
Central Connecticut,NEC,21,5,92.8,110.3,0.1213,48.5,53.9,19.7,20.1,23.7,32.9,28.4,30.4,48.5,54.6,32.4,35.2,70.8,-13.5,DNC
USC Upstate,BSth,22,5,94.6,109.4,0.1584,49.0,53.7,20.8,18.7,24.0,29.6,29.8,35.2,47.7,54.6,33.9,34.7,68.7,-14.7,DNC
Middle Tennessee,CUSA,22,5,93.4,103.6,0.2323,45.3,53.0,21.6,19.8,24.7,26.1,24.8,28.8,43.1,55.6,32.5,32.0,69.5,-13.7,DNC
Kennesaw St.,ASun,21,5,90.3,104.2,0.1614,45.8,52.2,20.6,17.1,24.1,25.2,30.6,32.7,46.7,54.4,29.4,31.8,69.3,-15.4,DNC
Central Arkansas,Slnd,23,5,97.3,113.7,0.1421,49.3,53.9,23.9,15.4,28.9,28.5,32.4,28.8,46.8,51.7,36.0,38.2,71.4,-13.3,DNC
Texas A&M Corpus Chris,Slnd,21,5,90.2,108.5,0.1067,46.9,51.7,23.8,19.3,24.6,29.3,34.8,31.2,45.1,51.7,33.3,34.4,69.5,-15.9,DNC
Air Force,MWC,25,5,96.1,109.1,0.1891,52.1,57.4,22.6,21.8,15.3,35.4,30.9,32.8,54.1,59.1,33.0,36.6,63.1,-13.5,DNC
Nebraska Omaha,Sum,25,5,93.1,107.0,0.1683,46.3,53.5,18.1,16.8,23.2,26.7,29.2,31.1,44.8,51.2,33.5,38.4,71.3,-14.7,DNC
Washington,P12,26,5,101.4,102.5,0.4696,48.9,51.2,19.2,17.2,23.4,34.4,26.2,34.7,48.3,50.6,33.2,34.9,71.0,-10.4,DNC
Tennessee Tech,OVC,27,5,95.8,109.5,0.1776,50.1,54.8,22.6,18.1,26.5,27.8,27.0,26.7,51.6,56.0,32.1,35.3,69.2,-16.8,DNC
Alabama A&M,SWAC,15,6,85.4,104.7,0.0878,44.8,44.0,21.4,18.0,28.2,29.4,31.8,37.4,45.5,44.8,28.8,28.3,67.4,-8.2,DNC
Cal St. Fullerton,BW,15,6,102.6,111.6,0.2758,51.2,54.9,17.6,18.6,24.9,29.1,35.6,27.8,48.1,52.5,38.0,39.7,71.7,-7.8,DNC
Loyola MD,Pat,17,6,97.7,100.9,0.4088,51.1,49.3,20.2,19.3,31.3,25.6,35.4,33.4,53.4,47.7,30.6,34.7,67.8,-8.7,DNC
Long Beach St.,BW,18,6,97.4,104.0,0.3198,50.6,49.4,21.0,17.8,23.3,31.3,37.7,34.9,49.0,48.2,35.9,34.2,73.9,-9.3,DNC
Eastern Michigan,MAC,15,6,98.6,108.5,0.2493,46.7,58.7,17.1,19.1,24.2,31.6,26.9,28.2,47.2,58.5,30.6,39.2,68.1,-8.3,DNC
Samford,SC,17,6,96.4,103.4,0.3076,47.9,52.8,21.1,18.4,28.9,25.0,27.1,37.9,51.3,53.1,28.3,35.0,73.2,-9.8,DNC
Alcorn St.,SWAC,19,6,91.1,109.5,0.1083,44.4,55.4,20.2,21.9,29.3,30.5,34.0,50.1,44.0,57.7,30.1,34.6,69.6,-9.5,DNC
South Carolina,SEC,21,6,103.4,99.6,0.6075,46.7,53.2,19.8,22.0,32.2,31.3,27.9,39.0,47.2,52.0,30.5,36.8,74.5,-5.5,DNC
Portland,WCC,18,6,97.6,112.2,0.1678,46.3,58.9,19.0,17.9,17.8,30.8,33.9,23.3,43.6,60.6,33.8,37.6,71.3,-9.4,DNC
Wake Forest,ACC,21,6,102.0,100.7,0.5386,49.0,54.5,20.0,17.9,26.2,25.9,28.5,32.1,45.9,52.8,35.1,38.3,66.8,-7.1,DNC
Northern Arizona,BSky,22,6,96.7,112.6,0.1468,48.0,58.2,17.9,18.4,23.8,27.9,30.4,33.2,45.8,60.4,35.0,37.0,64.2,-11.7,DNC
New Mexico,MWC,20,6,93.3,102.7,0.2493,43.9,53.1,21.7,19.8,31.3,30.6,32.9,35.7,45.5,53.6,26.8,34.9,67.4,-11.2,DNC
St. Francis PA,NEC,22,6,94.7,107.2,0.1941,47.9,51.5,20.2,18.6,28.8,28.6,33.7,29.4,48.6,54.3,30.9,31.3,68.9,-13.0,DNC
Rider,MAAC,23,6,99.8,111.9,0.2112,48.3,53.3,18.3,17.2,26.2,26.7,29.0,36.0,46.2,53.6,35.3,35.3,67.9,-14.1,DNC
Canisius,MAAC,13,7,98.5,106.8,0.2835,47.0,50.5,16.8,20.2,26.6,26.8,31.6,31.6,48.8,50.3,29.7,34.1,70.8,-4.8,DNC
Delaware,CAA,14,7,98.0,100.8,0.4194,49.5,48.1,21.0,17.2,27.9,26.2,38.8,32.4,51.0,46.7,31.4,34.0,66.9,-6.6,DNC
Albany,AE,16,7,98.6,103.2,0.3708,50.5,51.3,18.0,20.9,22.3,27.3,34.1,29.3,50.5,51.1,33.7,34.5,69.5,-7.4,DNC
UNC Wilmington,CAA,16,7,101.6,109.8,0.2909,48.6,51.6,16.1,18.9,26.5,31.5,37.1,31.7,47.2,53.9,34.0,30.9,69.9,-8.0,DNC
William & Mary,CAA,17,7,94.8,105.7,0.2224,46.1,51.0,20.2,16.9,28.6,31.8,32.0,23.6,47.9,52.1,28.7,32.6,68.2,-7.0,DNC
Boston University,Pat,18,7,101.4,107.9,0.3279,49.7,53.7,18.3,15.2,29.2,25.9,28.7,29.9,50.9,53.4,31.9,36.2,65.4,-7.8,DNC
NJIT,AE,19,7,94.1,107.2,0.1823,45.9,52.3,16.2,20.9,24.1,29.2,34.2,29.4,46.0,53.8,30.5,33.2,68.0,-9.8,DNC
Manhattan,MAAC,20,7,91.7,102.4,0.2181,42.6,47.9,20.7,22.3,31.9,29.5,35.5,46.8,44.4,47.1,26.4,33.0,67.1,-11.2,DNC
Presbyterian,BSth,21,7,91.2,106.6,0.143,46.7,52.9,23.1,22.2,32.6,28.3,35.2,41.7,47.3,53.3,30.3,34.9,65.6,-13.1,DNC
Western Illinois,Sum,21,7,97.0,109.0,0.2066,45.8,54.4,17.3,16.1,27.9,23.1,36.5,38.8,44.6,51.8,31.8,39.5,71.8,-11.6,DNC
Central Michigan,MAC,20,7,99.1,110.5,0.2226,48.7,54.0,17.9,18.2,26.6,32.2,36.2,27.5,48.8,53.6,32.2,36.4,72.3,-12.4,DNC
Illinois St.,MVC,24,7,97.8,103.1,0.3528,50.4,51.6,19.3,16.7,23.7,26.3,23.7,26.7,50.0,54.7,34.0,31.5,69.3,-12.1,DNC
Louisiana Monroe,SB,26,7,93.6,104.3,0.223,48.2,50.4,19.1,21.2,22.7,31.9,25.1,34.0,46.5,47.9,34.0,36.5,67.3,-16.1,DNC
Nebraska,B10,26,7,101.5,93.3,0.7241,48.2,49.8,19.7,18.1,23.1,28.9,31.0,28.4,47.1,52.1,33.2,31.3,72.1,-6.9,DNC
Massachusetts,A10,15,8,105.4,97.8,0.7037,50.0,50.9,16.3,19.9,24.3,25.6,34.2,33.4,50.9,51.0,32.6,33.8,71.7,-3.5,DNC
IUPUI,Horz,18,8,96.6,106.1,0.2535,49.0,52.7,19.1,18.9,25.2,25.2,30.5,35.1,47.3,56.5,34.4,30.5,72.0,-8.0,DNC
Texas A&M,SEC,18,8,102.1,98.7,0.5943,47.7,53.1,22.4,22.7,32.8,30.1,33.7,29.6,49.5,55.0,30.0,34.1,65.0,-4.1,DNC
East Carolina,Amer,18,8,98.4,98.8,0.4882,45.2,48.9,18.5,20.6,26.9,27.7,33.1,38.3,45.5,49.7,29.8,31.9,68.3,-6.2,DNC
Southern,SWAC,19,8,91.3,104.2,0.1807,48.0,47.2,22.0,20.7,29.8,26.7,40.5,40.8,47.8,46.2,32.3,33.0,70.7,-8.5,DNC
Sacramento St.,BSky,18,8,101.9,111.3,0.2647,50.6,55.6,14.9,18.8,24.5,28.0,31.5,32.0,48.0,56.0,37.7,36.6,65.0,-9.2,DNC
Florida A&M,MEAC,20,8,89.1,101.5,0.1826,48.6,47.9,23.8,21.4,30.2,31.8,29.8,33.9,49.2,50.8,31.4,28.5,68.3,-8.8,DNC
North Florida,ASun,21,8,100.5,113.2,0.2041,52.7,50.3,21.5,16.2,25.8,35.9,25.4,31.8,51.2,50.1,36.2,33.9,67.2,-11.3,DNC
Tennessee Martin,OVC,23,8,93.2,112.5,0.1035,45.6,57.3,21.0,20.6,28.7,32.9,28.3,36.5,43.3,58.2,33.2,37.4,67.6,-12.7,DNC
Southern Miss,CUSA,23,8,92.2,101.4,0.2513,47.3,50.3,20.6,18.7,23.8,23.2,28.7,29.5,47.3,50.1,31.5,33.7,67.4,-12.9,DNC
Green Bay,Horz,25,8,102.2,109.2,0.3185,49.2,53.5,15.5,16.9,26.0,29.4,27.3,31.9,48.8,53.2,33.3,36.2,66.5,-12.6,DNC
Southeastern Louisiana,Slnd,26,8,91.3,111.6,0.0904,45.4,55.3,21.8,22.0,30.8,29.8,41.0,37.9,46.5,56.3,29.2,35.9,69.1,-14.4,DNC
Lafayette,Pat,15,9,103.5,110.9,0.3116,50.6,50.9,15.0,16.0,23.7,28.5,30.3,33.7,48.4,51.4,36.0,33.2,68.9,-4.8,DNC
Duquesne,A10,18,9,102.1,96.3,0.6631,47.6,47.3,19.5,19.6,31.0,30.1,31.6,35.5,49.3,50.3,29.9,28.4,68.9,-4.1,DNC
LIU Brooklyn,NEC,18,9,95.3,102.8,0.2959,47.3,49.9,19.3,20.9,32.9,28.5,31.2,28.4,50.1,50.9,28.7,32.0,73.5,-7.5,DNC
Sacred Heart,NEC,18,9,99.9,112.0,0.213,48.0,50.7,18.7,15.3,29.6,31.8,33.6,27.6,47.1,51.3,32.9,32.9,66.5,-7.0,DNC
Pacific,WCC,17,9,102.5,98.0,0.6266,47.9,51.6,16.5,18.2,27.5,23.6,26.9,33.2,49.1,50.8,29.8,35.1,66.6,-3.1,DNC
College of Charleston,CAA,17,9,102.4,107.9,0.3537,51.6,52.0,16.3,17.7,24.2,26.0,27.1,33.5,47.8,50.1,38.2,36.6,64.0,-7.4,DNC
St. Francis NY,NEC,19,9,101.1,113.2,0.2145,49.5,52.7,16.3,19.9,30.2,30.3,30.7,39.1,49.4,50.4,33.1,38.1,72.5,-8.7,DNC
UT Rio Grande Valley,WAC,15,9,90.4,101.5,0.2095,43.0,48.1,19.0,24.1,30.0,34.1,37.7,43.5,44.7,48.5,26.7,31.6,70.5,-7.8,DNC
Niagara,MAAC,20,9,98.8,106.6,0.2936,46.6,49.5,15.2,20.1,23.3,28.4,34.6,32.5,46.4,48.5,31.3,33.9,65.0,-8.8,DNC
South Florida,Amer,21,9,100.4,101.6,0.466,45.1,51.7,20.8,17.8,33.8,26.5,34.5,33.5,43.3,51.5,32.4,34.6,67.2,-6.0,DNC
